53|7114
126|9124
131|7584
251|9878
271|485
322|1284
329|6006
402|2300
425|4415
575|8534
618|125
618|9853
628|4095
638|797
655|5804
683|9077
688|9010
801|5579
894|911
916|9864
953|9614
1001|6852
1057|6348
1073|281
1111|6000
1118|2021
1158|6423
1227|3459
1237|1143
1488|5238
1564|1879
1573|4581
1809|2857
1811|733
1833|6567
1899|5661
1902|7916
1903|981
1991|3602
2023|1513
2040|7357
2044|6805
2044|9907
2046|7253
2088|8019
2134|896
2134|4119
2161|8600
2230|172
2337|7827
2339|2287
2357|5996
2617|6923
2633|8887
2699|7591
2790|2523
2829|9661
2846|7233
3094|9126
3126|9149
3229|5417
3266|9070
3298|6498
3306|4908
3334|3860
3407|2260
3583|9139
3584|8493
3718|7454
3819|8694
3830|4626
3916|5173
3964|1687
4013|235
4022|7430
4073|4766
4077|1063
4236|9928
4374|934
4382|9990
4395|7973
4407|5194
4477|5932
4492|3936
4509|3566
4542|6474
4609|4375
4669|3665
4688|2925
4708|7489
4713|8625
4808|5480
4835|5969
4870|8504
4907|3862
5033|252
5046|6493
5048|4696
5105|2947
5114|942
5136|86
5147|298
5179|5419
5218|8680
5234|5458
5268|2139
5301|4833
5382|1161
5443|2101
5470|9244
5509|2493
5539|2872
5594|9661
5605|3692
5622|1898
5910|5415
5960|7824
6057|5800
6107|5528
6111|8262
6164|4636
6200|1065
6205|7764
6212|8218
6227|178
6265|2185
6508|8044
6514|6180
6540|6217
6589|3967
6633|8700
6636|6384
6788|4908
6880|7583
6961|2244
6961|3501
6966|5182
7009|9971
7037|9150
7145|5346
7152|8860
7161|6455
7166|1224
7228|7778
7232|9146
7270|396
7273|267
7321|603
7401|90
7487|4475
7533|9724
7544|7809
7656|421
7720|4908
7732|1323
7738|2170
7769|7670
7777|8207
7842|1991
7857|8472
7910|3493
7939|1064
7973|1026
7976|3586
7986|7245
8083|1019
8119|9977
8142|609
8282|8499
8322|3799
8332|4902
8423|9940
8573|6739
8618|6097
8660|6024
8718|8680
8750|2465
8755|1539
8917|943
8957|1572
9056|4612
9175|8978
9195|4450
9303|7103
9307|189
9308|1097
9325|8584
9353|2348
9372|1246
9400|5229
9462|9642
9473|8243
9482|7689
9493|4772
9621|8047
9779|7099
9782|8796
9814|3249
9902|8153
9938|6714
